,CLM_NBR,AUTO_ACCIDENT_DESC,CLAIMANT_STATUS,APPR_DAM_EST_REC_CNT,VEH_COLR_TXT,VEH_DAM_TXT,CLMT_VEH_MDL_NM,CLMT_VEH_YR,VEH_TYPE,VEH_PRIMARY_PT_OF_DAMAGE,AIRBAG_DEPLOYED,VEH_SPEED_AT_IMPACT
2894,CO1SEB9,Single Veh,Closed with Payment,2,LIGHT BLUE MET,POI DMG UNKNOWN,SEBRING TO,2009,Automobile,Driver Front Corner,Unknown,Unknown
2896,3DZVJ9P,Multi Veh - Unclear Liab,Closed with Payment,2,SILVER,PRIMARY POINT OF DA,GRAND MARQ,2003,Automobile,Complete Front End,None,Unknown
2898,LS4EB73,Multi Veh - Unclear Liab,Closed without Payment,0,Gray,TAIL LIGHT/TAIL GAT,HR-V,2017,Automobile,Driver Rear Corner,None,Parked or Stopped
2902,0DG3BI8,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,P/D:  D/S FRONT FEN,ENCLAVE CX,2011,Automobile,Driver Front Corner,None,Below 10 mph
2905,O7B9MMW,Multi Veh - Unclear Liab,Closed with Payment,1,RED,PRIMARY POINT OF DA,CIVIC LX,2008,Automobile,Complete Front End,None,Parked or Stopped
2913,T1F1MPY,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,POI: D/S F/E BUMPER,CAMRY CE/C,2000,Automobile,Driver Rear Corner,None,21-50 mph
2915,SE9ALAQ,Multi Veh - Unclear Liab,Closed without Payment,1,Blue,FRONT END,IA,2016,Automobile,Driver Front Corner,None,Unknown
2923,SJDF1E8,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,POI: DS DOORS PAINT,LEGACY 2.5,2003,Automobile,Driver Center,None,21-50 mph
2926,SSYG9YL,Multi Veh - Unclear Liab,Closed with Payment,2,Silver,"FENDERS, DOORS, WHE",E400 HYBRI,2015,Automobile,Passenger Center,None,Unknown
2931,6DI0PCS,Multi Veh - Unclear Liab,Closed with Payment,2,WHITE,REAR END BUMPER AND,CRUZE LT,2016,Automobile,Complete Rear End,None,Unknown
2939,LG8VKDW,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,LOWER PANEL ON FRON,ELEMENT EX,2004,Automobile,Complete Front End,None,Unknown
2951,UNZX1M5,Multi Veh - Unclear Liab,Closed without Payment,0,BLUE,DS-REAR CORNER OF R,F-150 SUPE,2014,Automobile,Driver Rear Corner,None,21-50 mph
2955,3ZP22HJ,Multi Veh - Unclear Liab,Closed with Payment,1,CHAMPAYN,POI FRONT BUMPER AN,SILVERADO,2012,Automobile,Driver Front Corner,None,Unknown
2958,NIYFQR7,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,POI:DRVR FRT HEADLI,GRAND MARQ,1999,Automobile,Driver Front Corner,None,Unknown
2960,4LS28JN,Multi Veh - Unclear Liab,Closed with Payment,1,UNKNOWN,D/S DOORS SMASHED F,PRIUS,2005,Automobile,Driver Center,None,21-50 mph
2962,J6FAUZ6,Multi Veh - Unclear Liab,Closed with Payment,2,White,CENTER BUMPER INSER,ML350,2013,Automobile,Complete Front End,None,Below 10 mph
2965,RMHG3DW,Single Veh,Closed with Payment,1,GRAY,"D/S F/E, ALL DOOR A",V60 CROSS,2017,Automobile,Driver Front Corner,More than one,10-20 mph
2968,L9G7WHN,Single Veh,Closed with Payment,1,GRAY,UNK,COROLLA LE,2015,Automobile,Complete Front End,More than one,Unknown
2974,7Y7CU6J,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI/DMG: P/S REAR B,ELANTRA GL,2008,Automobile,Passenger Rear Corner,None,Over 50 mph
2979,E0KZARD,Multi Veh - Unclear Liab,Closed without Payment,0,YELLOW,FRONT END,S-10 BASE/,2003,Automobile,Complete Front End,More than one,Unknown
2981,DT4672L,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK MET,"GRILL BROKEN ON, CH",MALIBU 2LT,2009,Automobile,Passenger Front Corner,None,21-50 mph
2984,STV31OX,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,FE,CAMRY,2016,Automobile,Complete Front End,None,Unknown
3008,OCY9QAV,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK MTLC,POI REAR BUMPER HAN,LIBERTY SP,2008,Automobile,Complete Rear End,None,Parked or Stopped
3010,IFLW7DH,Multi Veh - Unclear Liab,Closed with Payment,1,TAN,COMPLETE FRONT END,WRANGLER U,2016,Automobile,Complete Front End,More than one,Unknown
3012,UHM4KJN,Multi Veh - Unclear Liab,Closed with Payment,1,MAROON,REAR BUMPER AND BOT,VENTURE,2004,Automobile,Complete Rear End,None,Parked or Stopped
3021,B6VW1PF,Multi Veh - Unclear Liab,Closed without Payment,1,BLACK,POI: P/S FRT BUMPER,DAKOTA ST,2007,Automobile,Passenger Front Corner,None,21-50 mph
3023,MEAVUXT,Multi Veh - Unclear Liab,Closed with Payment,2,50U=SUMMIT WHI,FT END HOOD PS AND,SIERRA 250,2012,Automobile,Complete Front End,None,21-50 mph
3038,FHOSJWO,Multi Veh - Unclear Liab,Closed with Payment,3,GREY,"BUMPER DMG,",RDX,2018,Automobile,Complete Rear End,None,Parked or Stopped
3041,VZ7H88B,Multi Veh - Unclear Liab,Closed with Payment,2,SILVER,D/S REAR BUMPER QTR,CR-V EX,2013,Automobile,Driver Rear Corner,None,Parked or Stopped
3065,WH4AXOB,Multi Veh - Clear Liab,Closed without Payment,1,UNKNOWN,UNKNOWN,200,2015,Automobile,Driver Front Corner,Unknown,Unknown
3075,S3C9LE0,Single Veh,Closed with Payment,2,GREY,D/S DOOR DAMAGED BA,TACOMA REG,2014,Automobile,Driver Center,None,Below 10 mph
3079,Q384TBS,Multi Veh - Unclear Liab,Closed without Payment,4,GREEN,UNK,NEON BASE/,2000,Automobile,Driver Front Corner,Unknown,Unknown
3081,I9LGEIP,Multi Veh - Unclear Liab,Closed with Payment,3,Silver,RADIATOR IS LEAKING,MKX,2012,Automobile,Complete Rear End,None,Parked or Stopped
3084,JAUNUHX,Multi Veh - Unclear Liab,Closed without Payment,2,GREY,POI: D/S FRONT WHEE,ACCORD,2003,Automobile,Driver Front Corner,None,Below 10 mph
3087,22ACVK7,Multi Veh - Unclear Liab,Closed without Payment,1,Green,"CAR TAG BROKE UP,PA",XJ8,2004,Automobile,Complete Front End,None,21-50 mph
3089,CM8I0DN,Single Veh,Closed with Payment,1,MAROON,POI-DRVR SD FRNT/FN,HHR LT,2010,Automobile,Driver Front Corner,None,Unknown
3092,3NC0UVG,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,POI: DMG UNK,EXPLORER X,2013,Automobile,Driver Front Corner,None,Below 10 mph
3098,RIABTTS,Multi Veh - Unclear Liab,Closed with Payment,1,Gray,REAR END DMG,AVENGER SX,2010,Automobile,Complete Rear End,None,Parked or Stopped
3106,LKIJ1SC,Multi Veh - Unclear Liab,Closed with Payment,1,UNKNOWN,POI FRONT END DAMA,PICKUP,1988,Automobile,Complete Front End,None,Unknown
3110,II94LZD,Multi Veh - Unclear Liab,Closed without Payment,0,WHITE,SCRATCHES TO REAR,FOCUS,2016,Automobile,Complete Rear End,None,Below 10 mph
3111,YJ0FH89,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,CRUSHED IN PART OF,HIGHLANDER,2007,Automobile,Complete Rear End,None,Parked or Stopped
3123,GRLS58Z,Multi Veh - Unclear Liab,Closed with Payment,1,BURGUNDY,DS HL FT FEND DOORS,TAURUS SEL,2006,Automobile,Complete Driver Side,None,21-50 mph
3125,6ZMXAYU,Multi Veh - Unclear Liab,Closed with Payment,4,Brown,DMG/POI-D/S REAR BU,TL TYPE-S,2007,Automobile,Driver Rear Corner,None,Parked or Stopped
3127,XJLD0LJ,Multi Veh - Unclear Liab,Closed with Payment,0,Blue,BUMPER PUSHED IN TR,FOCUS ZX4,2007,Automobile,Complete Rear End,None,Parked or Stopped
3129,7VCHRA7,Multi Veh - Unclear Liab,Closed without Payment,0,BLACK,POI: P/S FRONT BUMP,JETTA TDI,2010,Automobile,Passenger Front Corner,One,Unknown
3132,YWRXUBV,Multi Veh - Unclear Liab,Closed with Payment,2,GREEN,BUMPER/HEADLIGHT/HO,SORENTO EX,2012,Automobile,Complete Front End,None,21-50 mph
3136,8P7468W,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,DMG TO THE F/E.,GLC300,2016,Automobile,Complete Front End,More than one,Unknown
3144,N6IXMA0,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,D/S FRONT FENDER SM,SANTA FE,2013,Automobile,Driver Front Corner,None,Below 10 mph
3150,VWDD3YB,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,PRIMARY POINT OF DA,ELANTRA GL,2012,Automobile,Complete Front End,None,Unknown
3154,K14RD80,Multi Veh - Unclear Liab,Closed with Payment,2,Silver,D/S FRONT BUMPER TO,TAURUS SES,2004,Automobile,Driver Front Corner,None,21-50 mph
3157,11Y80OV,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,"FRONT BUMPER, HEADL",ESCAPE TIT,2014,Automobile,Complete Front End,None,Below 10 mph
3173,K5ERUYE,Multi Veh - Unclear Liab,Closed with Payment,1,Black,POI: FRT BUMPER UNK,CRUZE ECO,2012,Automobile,Complete Front End,None,Unknown
3179,BV3ZLVE,Multi Veh - Unclear Liab,Closed with Payment,2,SUPER WHITE II,SUPP,RAV4 HYBRID X,2016,Automobile,Complete Rear End,None,Unknown
3189,GAQOM8Y,Multi Veh - Unclear Liab,Closed with Payment,2,MANGO,POI: FRONT END DAMA,CHEROKEE T,2015,Automobile,Complete Front End,None,Unknown
3191,HQIY4YA,Multi Veh - Unclear Liab,Closed with Payment,2,RED,POI: F/E RADIATER C,COROLLA/,2010,Automobile,Complete Front End,None,Parked or Stopped
3200,VMHNR3W,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,"PS FRONT BUMPER, PS",JX35 AWD,2013,Automobile,Passenger Front Corner,More than one,10-20 mph
3202,APU10PM,Single Veh,Closed with Payment,1,BROWN,POI- F/E R/E DMG- I,RAV4 LE,2014,Automobile,Complete Front End,More than one,21-50 mph
3204,2RMPZ3W,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,POI REAR HATCH DOOR,MPV WAGO,2003,Automobile,Complete Rear End,None,Below 10 mph
3206,Z3W6Y39,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,"FRONT HOOD, BUMPER,",ACCORD EX,2010,Automobile,Complete Front End,None,21-50 mph
3208,4JRAL1K,Multi Veh - Unclear Liab,Closed with Payment,2,GREEN,PS FRONT WHEEL PS,CAMRY LE/C,2003,Automobile,Passenger Front Corner,None,Below 10 mph
3235,GNOQ7GT,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,POI:D/S FRONT FENDE,LIBERTY LI,2002,Automobile,Complete Front End,None,21-50 mph
3256,2Q57M8F,Multi Veh - Unclear Liab,Closed with Payment,2,WHITE,"FRT END DMG, D/S H/",INTREPID S,2004,Automobile,Complete Front End,None,Unknown
3259,XJZJCLT,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,"P/S  RIM BENT, FEND",ALTIMA BAS,2009,Automobile,Passenger Front Corner,None,10-20 mph
3263,EM6SVYR,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,"HOOD, FENDERS, BOTH",SENTRA S/F,2014,Automobile,Complete Front End,None,10-20 mph
3265,U1MME6A,Multi Veh - Unclear Liab,Closed without Payment,1,UNKNOWN,NO DAMAGE,CTS/CTS SP,2007,Automobile,No Damage,None,Below 10 mph
3269,U9QQ5VX,Multi Veh - Unclear Liab,Closed with Payment,2,PLASMA B,P/S FRT BUMPER FEND,IMPREZA WR,2014,Automobile,Passenger Front Corner,None,21-50 mph
3273,NDZ01HZ,Multi Veh - Unclear Liab,Closed with Payment,1,GREY,POI: F/E BUMPER DEN,F-350 SUPE,2009,Automobile,Complete Front End,None,Below 10 mph
3278,PIRBOTN,Multi Veh - Unclear Liab,Closed with Payment,3,BLACK,FRONT END DAMAGE,DURANGO CI,2015,Automobile,Complete Front End,More than one,10-20 mph
3284,2GD2ZPA,Multi Veh - Unclear Liab,Closed without Payment,2,GREEN,FRT END BUMPER,IMPALA,2000,Automobile,Complete Front End,More than one,Unknown
3293,ZW195YY,Multi Veh - Unclear Liab,Closed with Payment,2,Silver,POI: D/S BUMPER RUN,TERRAIN SL,2013,Automobile,Complete Front End,None,10-20 mph
3296,V6WBMNO,Multi Veh - Unclear Liab,Closed without Payment,1,RED,REAR BUMPER DMG,SENTRA SE-,2006,Automobile,Complete Rear End,None,21-50 mph
3300,WV7T3XA,Multi Veh - Unclear Liab,Closed without Payment,1,WHITE,COMPLETE F/E DMGED;,4RUNNER SR,2001,Automobile,Complete Front End,None,Unknown
3320,8RNAWWK,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,POI/DAMAGES UNKN,PATHFINDER,2011,Automobile,Complete Front End,None,Over 50 mph
3324,9B1GT1D,Multi Veh - Unclear Liab,Closed with Payment,6,Silver,POI: F/E D/S BUMPER,G35,2008,Automobile,Driver Front Corner,None,21-50 mph
3326,D7VGVJN,Multi Veh - Unclear Liab,Closed with Payment,1,GOLD,POI-D/S FRT -BUMPER,TRAILBLAZE,2005,Automobile,Driver Center,None,21-50 mph
3328,CKGKM4P,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,NO FLUID LOSS,LIBERTY SP,2008,Automobile,Complete Front End,More than one,21-50 mph
3332,ZZVYMSO,Multi Veh - Unclear Liab,Closed without Payment,1,Red,POI: BENT LICENSE P,SILVERADO,2000,Automobile,Complete Front End,None,Below 10 mph
3333,444ZFC8,Multi Veh - Unclear Liab,Closed without Payment,0,WHITE,EXT UNKNOWN,SONATA SPO,2015,Automobile,Complete Rear End,None,Parked or Stopped
3337,M3LFOUE,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,POI: FRONT BUMPER D,CIVIC EX,2010,Automobile,Complete Front End,None,21-50 mph
3340,1F0T3QX,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI/DMG UNK,MAZDA3 I S,2015,Automobile,Driver Front Corner,More than one,Unknown
3343,NFBF7N1,Multi Veh - Unclear Liab,Closed with Payment,1,MAROON,FRONT END SMASHED,ODYSSEY EX,2004,Automobile,Complete Front End,None,10-20 mph
3345,WA5UEOQ,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,D/S FRONT CORNER BU,GRAND CHER,2015,Automobile,Driver Front Corner,None,Below 10 mph
3347,8LINF8N,Multi Veh - Unclear Liab,Closed with Payment,1,GOLD,POI: FRONT END - BU,PILOT,1900,Automobile,Complete Front End,None,10-20 mph
3375,F235QJ5,Multi Veh - Unclear Liab,Closed with Payment,2,Gray,REAR BUMPER PUSHED,FORTE EX,2015,Automobile,Complete Rear End,None,Parked or Stopped
3378,GDFU0O1,Multi Veh - Unclear Liab,Closed without Payment,0,GRAY,REAR PS DOOR,HIGHLANDER,2012,Automobile,Passenger Center,None,Over 50 mph
3380,OJ3YX4L,Multi Veh - Unclear Liab,Closed with Payment,2,White Pearl Tr,UNK DMG EXT,ALTIMA BAS,2012,Automobile,Driver Front Corner,None,Unknown
3382,JSTE60I,Multi Veh - Unclear Liab,Closed without Payment,1,BLACK,ENTIRE D/SIDE DAMAG,COMMANDER,2006,Automobile,Driver Center,More than one,21-50 mph
3388,0VIYD3J,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,POI-TYPE OF DAMAGE,SANTA FE G,2011,Automobile,All Over,More than one,Unknown
3406,3XFKFL3,Single Veh,Closed with Payment,1,GREEN,POI FRONT BUMPER PU,TRAILBLAZE,2005,Automobile,Driver Front Corner,None,21-50 mph
3407,9PO455R,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,"FRAME BENT, DOOR WO",COROLLA CE,2006,Automobile,Complete Front End,More than one,Unknown
3409,F8MLTHB,Multi Veh - Unclear Liab,Closed without Payment,1,GREY/SILVER,NONE,CAMRY LE/C,2003,Automobile,Driver Front Corner,None,10-20 mph
3415,IUTYH68,Single Veh,Closed with Payment,1,BLUE,"D/S DENTED, FRONT I",CRUZE LT/C,2012,Automobile,Complete Front End,More than one,21-50 mph
3418,YN72VH8,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,BACK LIGHTS POPPED,COROLLA L/,2015,Automobile,Complete Rear End,None,Parked or Stopped
3422,RAL8Q00,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,POI: ENTIRE FRONT E,MAZDA2 SPO,2013,Automobile,Complete Front End,More than one,Below 10 mph
3443,EJS7NT2,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,POI: UNKNOWN EXTENS,CIVIC,2007,Automobile,All Over,One,Unknown
3480,0BEXJOU,Multi Veh - Unclear Liab,Closed with Payment,1,WHITE,BUMPER/SPOILER/LOWE,CAMRY LE/S,2017,Automobile,Complete Rear End,None,Parked or Stopped
3492,GTG86AN,Multi Veh - Unclear Liab,Closed with Payment,2,BLUE,COMPLETE FRONT IN I,SONATA SE/,2007,Automobile,Complete Front End,None,21-50 mph
3495,TXH154B,Single Veh,Closed with Payment,1,WHITE,D/S FRONT DOOR AND,ALTIMA BAS,2010,Automobile,Driver Center,None,Unknown
3499,57YJSYA,Multi Veh - Unclear Liab,Closed with Payment,1,GOLD,POI: WHOLE FRONT EN,E320,2000,Automobile,Complete Front End,More than one,Unknown
3507,QD0GVWA,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,DMG TO FRONT AND RE,CR-V EX,2013,Automobile,Complete Front End,More than one,Parked or Stopped
3515,F4ML9NP,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,HEADLIGHT NOT WORKI,RX 350 AWD,2009,Automobile,Complete Front End,More than one,21-50 mph
3521,6UFZ765,Multi Veh - Unclear Liab,Closed without Payment,1,UNKNOWN,POI: REAR END,S10,2002,Automobile,Complete Rear End,Unknown,Parked or Stopped
3523,GV27C35,Multi Veh - Unclear Liab,Closed with Payment,2,black,PRIMARY POINT OF DA,CR-V EX AW,2017,Automobile,Complete Front End,None,Unknown
3535,1G709MB,Multi Veh - Clear Liab,Closed with Payment,3,WHITE,"FNT BMP MISALIGNED,",FUSION SE,2010,Automobile,Complete Front End,None,Below 10 mph
3547,AZ5T43M,Multi Veh - Unclear Liab,Closed with Payment,2,BLUE,FRONT BUMPER,UNKNOWN,1900,Automobile,Complete Front End,None,Unknown
3555,N4DHDQ1,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,POI: FRONT WHEELS F,JETTA TDI,2006,Automobile,Complete Front End,None,10-20 mph
3567,OXR1UQE,Multi Veh - Unclear Liab,Closed with Payment,3,GRAY,UNSURE,ALTIMA BAS,2013,Automobile,Driver Front Corner,None,Unknown
3574,DERTYZL,Multi Veh - Unclear Liab,Closed with Payment,1,GOLD,COMPLETE DS,ODYSSEY LX,2010,Automobile,Complete Front End,More than one,21-50 mph
3577,XWKS3I2,Multi Veh - Unclear Liab,Closed without Payment,1,UNKNOWN,POI: F/E EXT UNK,DAKOTA,1998,Automobile,Complete Front End,Unknown,Below 10 mph
3581,53OD17N,Multi Veh - Unclear Liab,Closed without Payment,1,White,POI/DMG- REAR BUMPE,ALTIMA,2014,Automobile,Complete Rear End,None,10-20 mph
3585,9MOXCMO,Multi Veh - Unclear Liab,Closed with Payment,2,BLACK,POI: D/S FRONT WHEE,FIT SPORT,2008,Automobile,Driver Front Corner,None,Below 10 mph
3589,IT2I8W1,Multi Veh - Unclear Liab,Closed with Payment,2,UNKNOWN,"FRONT END, IV WAS N",ESCAPE HYB,2009,Automobile,Complete Front End,Unknown,Unknown
3593,0YOI0U6,Multi Veh - Unclear Liab,Closed with Payment,2,BURGUNDY,"TIRE DMGS, FENDER D",TRAVERSE L,2016,Automobile,Passenger Center,None,Unknown
3599,NPBJMWW,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,POI:F/E. F/E DAMAGE,SIERRA 1500,2003,Automobile,All Over,Unknown,Unknown
3605,RFHCO6V,Multi Veh - Unclear Liab,Closed with Payment,0,WHITE,NONE,535I XDRIV,2014,Automobile,Complete Rear End,One,Unknown
3608,4NMW2AG,Multi Veh - Unclear Liab,Closed with Payment,1,GREEN,WHOLE F/E AND D/S D,MILAN,2008,Automobile,Complete Front End,One,21-50 mph
3612,SPC1AUS,Multi Veh - Unclear Liab,Closed without Payment,1,Black,POI:FRONT PLATE BEN,MARINER,2010,Automobile,Complete Front End,None,Unknown
3614,PPEHE67,Multi Veh - Unclear Liab,Closed with Payment,3,BLACK,"GRILL, RADIATIOR WA",H3,2006,Automobile,Complete Front End,None,Below 10 mph
3629,BPQD289,Single Veh,Closed with Payment,1,BLACK,POI: TOTAL LOSS PLE,GX 470 AWD,2004,Automobile,All Over,None,Over 50 mph
3633,VETS8JA,Multi Veh - Unclear Liab,Closed with Payment,2,WHITE,SMASHED IN ANS SCRA,SUBURBAN 1,2015,Automobile,Passenger Rear Corner,None,21-50 mph
3641,DYTVSIX,Multi Veh - Unclear Liab,Closed with Payment,1,SILVER,"D/S DOOR WONT OPEN,",ALTIMA BAS,2011,Automobile,Complete Front End,More than one,21-50 mph
3647,7I627B2,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,ENTIRE FT END SMASH,4RUNNER SR,2007,Automobile,Complete Front End,One,Below 10 mph
3649,LW5BZ0L,Multi Veh - Unclear Liab,Closed with Payment,3,UNKNOWN,SCRATCH ON P/S RIGH,PILOT EX,2008,Automobile,Complete Front End,None,Below 10 mph
3652,NTDZPMT,Single Veh,Closed with Payment,4,Blue,SUPP,ROGUE,2017,Automobile,Complete Rear End,None,Parked or Stopped
3655,6BW6ICU,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,FRONT END AND BOTH,CIVIC LX,2015,Automobile,Complete Front End,None,Over 50 mph
3661,PMUF6EP,Multi Veh - Unclear Liab,Closed with Payment,1,BLACK,POI: REAR BUMPER HO,CAMRY LE/C,2003,Automobile,Complete Front End,None,Parked or Stopped
3664,Z8IZ8FW,Multi Veh - Unclear Liab,Closed without Payment,1,WHITE,2 DENTS EITHER SIDE,SPORTAGE L,2015,Automobile,Complete Rear End,None,Parked or Stopped
3666,4U3D9Q9,Multi Veh - Unclear Liab,Closed without Payment,1,RED,REAR BUMPER AND TAI,GRAND CARA,2011,Automobile,Complete Rear End,None,Parked or Stopped
3674,UC348M3,Single Veh,Closed without Payment,0,DARK BLUE,D/S FRONT AND REAR,CRUZE 2LT/,2014,Automobile,Driver Front Corner,More than one,Below 10 mph
3676,G066NCO,Multi Veh - Unclear Liab,Closed without Payment,1,GRAY,POI CRACKED BUMPER,SIENNA LE,2013,Automobile,Complete Rear End,None,Parked or Stopped
3680,RR84MTR,Multi Veh - Unclear Liab,Closed with Payment,4,Silver,POI: REAR END-BUMPE,RABBIT,2008,Automobile,Complete Rear End,None,Parked or Stopped
3682,V08K7M0,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,PS HEADLIGHT BROKEN,COROLLA BA,2009,Automobile,Complete Front End,None,Parked or Stopped
3685,WSRITEJ,Multi Veh - Unclear Liab,Closed with Payment,1,Charcoal,POI-D/S REAR QTR PA,TL,2010,Automobile,Driver Rear Corner,None,Parked or Stopped
3687,G6DNQRW,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,POI: FRONT GRILL DM,GS 350 AWD,2009,Automobile,Complete Rear End,None,Below 10 mph
3697,RR0WTOV,Multi Veh - Unclear Liab,Closed with Payment,2,GRAY,SCRATCHES ON BUMPER,CIVIC LX,2013,Automobile,Passenger Front Corner,None,Below 10 mph
3701,EW5N81H,Multi Veh - Unclear Liab,Closed without Payment,1,Silver,BUMPER CAME OFF,SONATA GLS,2014,Automobile,Complete Rear End,None,Parked or Stopped
3705,L5LJJQU,Multi Veh - Unclear Liab,Closed with Payment,2,Blue,FRONT BUMPER LICENS,GRAND CHER,2006,Automobile,Complete Front End,None,Parked or Stopped
3708,3OMIYKX,Multi Veh - Unclear Liab,Closed with Payment,4,SILVER,POI: D/S FENDER DEN,ACCORD EX,2003,Automobile,Driver Front Corner,None,10-20 mph
3712,ZGC0MLY,Multi Veh - Unclear Liab,Closed with Payment,1,BLUE,POI: F/E DMG: GRILL,FOCUS SE/S,2008,Automobile,Driver Front Corner,More than one,Unknown
3721,RNE4JEH,Single Veh,Closed with Payment,1,BLACK,"DRIVER SIDE, DRIVER",PILOT EX,2006,Automobile,Complete Driver Side,More than one,Over 50 mph
3729,V940M05,Multi Veh - Unclear Liab,Closed with Payment,1,Red,POI: FRONT D/S FEND,RAM PICKUP,2006,Automobile,Driver Front Corner,None,21-50 mph
3737,H3MD0U5,Multi Veh - Unclear Liab,Closed without Payment,1,BEIGE,FRONT END DAMAGE,LESABRE,2005,Automobile,Complete Front End,None,Unknown
3740,GKO8ARJ,Multi Veh - Unclear Liab,Closed with Payment,2,BEIGE,POI: P/S FR FENDER,CONCORDE L,2002,Automobile,Passenger Front Corner,None,10-20 mph
3744,8JU62WB,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,FRONT D/S WHEEL PUS,OUTBACK 2.,2009,Automobile,Driver Front Corner,None,Unknown
3749,K9MRHX2,Multi Veh - Unclear Liab,Closed without Payment,1,GRAY,SCRATCHES DENTED ON,CX-9 TOURI,2012,Automobile,Complete Rear End,None,Unknown
3751,5VF1SGS,Multi Veh - Unclear Liab,Closed with Payment,1,GRAY,UNK DMGS,FRONTIER X,2004,Automobile,Complete Front End,Unknown,Unknown
